Rank	Protein	Mean rank	Overlapping Proteins
391	INSRR	294.2	CDKN1C,LRRK2,PTPRO,PTH1R,KIF15,HSPD1,GRB14,COBLL1,MYH10,TNS1,SPTBN2,PDGFRB,PDGFRA,CASR,PKLR,PLCL1,MICAL3,NPY1R,PDZK1,PTPN13,ANK1,HSPG2,DUSP9,SOD3,MPP7,PARD3B,APBB1IP,PLCB4,PARD3,LHX1,PLCB1,MET
392	CAMKK1	294.3	PDGFRB,TBC1D9B,LRRK2,MYO7B,CALML3,WRNIP1,ARHGEF10L,FMN2,CIT,HSPD1,LATS2,PLCB4,NOS1,PLCB1,FBP2
393	EEF2K	296.1	HNRNPK,MAP1B,LRRK2,HSPB1,CALML3,GPAT3,ALPK2,PLCB1,SLC25A5,TNS1
394	ACVRL1	296.3	RB1,CDKN1C,PDGFRB,PDGFRA,TAGLN,FCER1G,PKLR,LRRK2,PLCL1,PTPRO,PROX1,PDZK1,PTPN13,HSPG2,PARD3B,LATS2,PLCB4,PARD3,CDHR2,PLCB1,TJP3,PLEC,TNS1
395	VRK3	296.6	TOP2A,RANBP2,DAXX,LRRK2,PTPRO,WIZ,RASAL3,DUSP9,SOD3,CIT,TGOLN2,AKAP12,SDCBP,SPCS2,LATS2,GRB14,PPIF
396	NPR2	297	PDGFRB,TOR4A,PDGFRA,SLC12A3,MME,PKLR,SORD,CALML3,SLC9A3,ILF3,DDAH1,GRB14,NPY,KCNMA1,ACO1,CLDN16,NOS1,ARHGEF7,MET
397	POMK	297.3	RB1,PDGFRB,ADGRG1,LRRK2,MAP1B,ZFP91,PTPN13,MET,HSPG2
398	NEK4	297.3	RB1,PDGFRA,DST,LRRK2,ANK3,OSMR,CIT,KIF15,RSL1D1,ILF3,BCLAF1,LATS2,PARD3,CSPP1,MAP1B,SPDL1,ALPK2,SLC25A5,NEFH
399	PRKD3	297.5	RB1,PDGFRB,PDGFRA,DST,LRRK2,PLCL1,CIT,SPCS2,LATS2,PLCB4,PARD3,CDHR2,PLCB1,ARHGEF7,MET,ARHGEF6
400	TYRO3	298	AHNAK,LRRK2,PTPRO,HSPB1,FMN2,BLNK,TNS1,PDGFRB,PDGFRA,PKLR,PLCL1,MAGI2,ANK2,ANK3,PDZK1,PTPN13,HSPG2,DUSP9,PARD3B,SLC9A4,PLCB4,TH,MAP1B,PARD3,PLCB1,ARHGEF7,MET
401	COQ8B	299	RB1,ALDH4A1,NPHS1,NPHS2,FDX1,PTPRO,MAGI2,USP2,PLEKHA7,SPTBN2,HSPD1
402	RIOK1	299.1	RB1,PPP1R3G,RSL1D1,GSTM3,ILF3,HNRNPK,DHX57,DUSP9,WRAP53,HSPD1
403	CAMK1G	299.2	CALML3,LRP2,DDN,TKFC,GRB14,BASP1,TCEAL2,MAP6,DLGAP2,NEFH,CHGB,PDGFRB,MAGI2,ANK2,ANK3,ANK1,GAP43,LATS2,PLCB4,MAP1B,KCNMA1,MT1F,MT1G,PLCB1,SLC25A5,SCG2
404	EIF2AK4	299.3	RB1,PDGFRB,TOP2A,SLC6A19,PKLR,EPHX2,HSPB1,WRNIP1,FMN2,PEPD,RASAL3,MLF1,ACSF2,ASS1,HSPD1,ILF3,LATS2,TCOF1,PSAT1,GPD1,MYH10,PCK2
405	MELK	299.9	TOP2A,ATP6V1A,CDCA2,UHRF1,LRRK2,NCAPG,CALML3,FMN2,GRAMD4,KIF15,PHF8,HSPD1,SPDL1,TNS1,PDGFRB,PDGFRA,PARP4,DST,IDH1,ANK2,CGN,ANK3,ANK1,DUSP9,CIT,CENPF,NASP,PSAT1,KIF4A,GPD1,MET,PFKP
406	BRSK1	300.2	USP6NL,TBC1D9B,LRRK2,ARHGEF10L,FMN2,ELFN2,RAP1GAP,SYNE2,DDN,BASP1,MAP6,NOS1,SPDL1,DLGAP2,MYH10,CHGB,SPTBN2,TMEM132E,ANK2,FAM219A,ANK3,L1CAM,ANK1,DUSP9,PARD3B,ALDH4A1,GAP43,LATS2,PARD3,MAP1B,KCNMA1,DOCK2,ARHGEF7,SCG2
407	MUSK	300.5	RB1,LRRK2,PTPRO,LRP2,SYNE2,KIF15,NOS1,PDGFRB,PDGFRA,PKLR,PLCL1,MAGI2,USP2,NPY1R,PROX1,ANK3,PDZK1,PTPN13,HSPG2,CIT,PARD3B,PLCB4,PARD3,ALPK2,PLCB1,MET,PLEC
408	FASTK	302.9	LAD1,HNRNPK,KCNMA1,BLNK,ARHGEF7,ARHGEF6
409	SPEG	303	TAGLN,AHNAK,LRRK2,CALML3,SYNE2,GRB14,COBLL1,NOS1,ACAA1,MYH10,TNS1,SPTBN2,PDGFRB,PDGFRA,DST,MYO7B,MICAL3,ANK2,PROX1,ANK1,HSPG2,CIT,LATS2,BDH2,KCNMA1,GPD1,SLC25A5,PLEC
410	NRK	303.3	PDGFRB,PDGFRA,PCM1,LATS2,NPNT,DUSP9,BICD1,CIT
411	CDK20	304.3	PDGFRB,LATS2,MAGI2,FOXI1,PLEKHA7,CIT
412	PKN3	305.4	TOP2A,LRRK2,CALML3,FMN2,PIK3R5,PDLIM2,ZNF687,MYH10,SPTBN2,PDGFRB,FCER1G,DCXR,PLCL1,AP3D1,ANK2,ANK3,ANK1,DUSP9,CIT,LATS2,PLCB4,PITPNM3,PLCB1,LPIN2,RABL6
413	VRK2	307	PDGFRB,RANBP2,PDGFRA,TAGLN,LRRK2,ANK3,RASAL3,DUSP9,SOD3,CIT,PIK3R5,SPCS2,LATS2,PPIF,MET
414	ERN1	309.4	RB1,LRRK2,PTPRO,HSPB1,HSPD1,ACAA1,TNS1,PCK2,PDGFRB,RANBP2,PDGFRA,MME,PKLR,PLCL1,PDZK1,ATP1B1,PTPN13,HSPG2,PARD3B,LATS2,PLCB4,PARD3,PPIF,PLIN2,ACO1,PLCB1,SLC27A2
415	CDK11A	309.5	PDGFRB,ILF3,PCM1,LATS2,HNRNPK,NPY,DPEP1,CIT
416	SMG1	310	TOP2A,LRRK2,FOXI1,CALML3,PEPD,SYNE2,KIF15,BCLAF1,TCOF1,DHX57,MYH10,TNS1,RANBP2,PLCL1,DUSP9,PLEKHA7,CIT,PLCB4,LATS2,PITPNM3,KIF4A,ATP6V1B2,ACIN1,PLCB1,FBP1,MET,LPIN2,FBP2,PLEC
417	NUAK2	311	PDGFRB,PDGFRA,LRRK2,SLC23A1,ANK2,ANK3,ANK1,HSPG2,SYNE2,LATS2,KCNMA1,WRAP53
418	BCKDK	313.2	TOP2A,GK,PKLR,EPHX2,LRRK2,AMT,SLC16A10,ACSF2,ASS1,HSPD1,ALDH6A1,ACO1,ALDOB,PCK1,HAO2,DLGAP2,FBP1,FBP2,PCK2
419	MERTK	313.6	PDGFRB,PDGFRA,SCARB1,ALDH1L1,PKLR,LRRK2,PLCL1,PTPRO,PDZK1,PTPN13,HSPG2,PARD3B,LATS2,PLCB4,NPHS1,PARD3,PLIN2,PLCB1,MET,TNS1
420	ICK	314.1	PDGFRB,RANBP2,PDGFRA,ANK2,ELFN2,GRAMD4,FTCD,CIT,PTDSS1,LATS2,PLCB4,GSTA1,PPIF,ARHGEF7,ACAA1
421	STK32B	316	PDGFRB,RB1,PDGFRA,SLC43A2,LRRK2,MAGI2,FOXI1,MICAL3,ANK2,ANK3,ANK1,SOD3,TRIOBP,PLEKHA7,CIT,PIK3R5,LATS2,EPB41L3,GPD1,DOCK2,TNS1
422	MAP4K4	316.8	RB1,PDGFRB,ATP6V1A,PDGFRA,TBC1D9B,AHNAK,LRRK2,BICD1,CIT,AKAP12,PCM1,LATS2,EPB41L3,ATP6V1B2,PLCB1,MYH10
423	TIE1	318.7	PDGFRB,PDGFRA,TAGLN,LRRK2,PLCL1,PROX1,ATP1B1,HSPG2,LATS2,PLCB4,GRB14,NPHS1,PLCB1,DOCK2,MET,TNS1
424	SGK3	318.7	RB1,PDGFRA,SLC36A2,LRRK2,MAGI2,FOXI1,ANK2,ANK3,ANK1,SOD3,PLEKHA7,CIT,PIK3R5,SLC9A3,LATS2,PSAT1,GPD1,BSND,DOCK2,MET,TNS1
425	SCYL1	320.3	RANBP2,ATP6V1A,DAXX,ILF3,LATS2,MAP1B,AP3D1,ANK1,FTCD,CIT
426	BRSK2	320.6	USP6NL,LAD1,TBC1D9B,AHNAK,LRRK2,ARHGEF10L,FMN2,ELFN2,RAP1GAP,SYNE2,KIF15,DDN,TCEAL2,MAP6,SPDL1,DLGAP2,MYH10,CHGB,SPTBN2,PDGFRB,TMEM132E,ANK2,ANK3,L1CAM,ANK1,DUSP9,PLEKHA7,PARD3B,GAP43,LATS2,PARD3,MAP1B,LHX1,KCNMA1,DOCK2,ARHGEF7,SCG2
427	EPHA5	321.8	LRRK2,PTPRO,FMN2,RASAL3,ELFN2,GRB14,MAP6,TNS1,PDGFRB,PDGFRA,TMEM132E,PKLR,DST,PLCL1,MAGI2,ANK2,ANK3,PDZK1,L1CAM,PTPN13,ANK1,HSPG2,PLEKHA7,PARD3B,GAP43,PLCB4,MAP1B,PARD3,LHX1,PLCB1,MET,SCG2,PLEC
428	NEK3	324	PDGFRB,PDGFRA,PTPRO,HSPB1,WIZ,CIT,LATS2,HNRNPK,ATP6V1B2,ALPK2,MET,TNS1
429	ADCK1	324.3	MTCH2,FMN2,PLEKHA7
430	LTK	325.3	PDGFRB,RANBP2,PDGFRA,CASR,PKLR,LRRK2,PLCL1,PTPRO,PDZK1,PTPN13,HSPG2,DUSP9,CIT,PARD3B,APBB1IP,PLCB4,PARD3,PLCB1,DOCK2
431	EPHA8	327.1	LRRK2,PTPRO,NDUFA4L2,FMN2,CHGB,TNS1,SPTBN2,PDGFRB,PDGFRA,DAXX,PKLR,PLCL1,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,DUSP9,PARD3B,PLCB4,PARD3,PLCB1,MET,PLEC
432	RNASEL	328	RB1,LRRK2,PTPRO,FOXI1,CALML3,FMN2,SYNE2,KIF15,PCM1,ZNF687,DLGAP2,TNS1,DST,MAGI2,MYO7B,ZFP91,ANK2,ANK3,PDZK1,NPNT,ANK1,HSPG2,DUSP9,CIT,PARD3B,ILF3,PLCB4,MAP1B,PARD3,PPIF,PLCB1,DOCK2,MET,PLEC,WIZ,RASAL3,SDCBP,PDLIM2,EPB41L1,EPB41L3,MYH10,SPTBN2,RANBP2,GK,PKLR,EPHX2,PLCL1,MICAL3,AP3D1,L1CAM,PTPN13,MPP7,PLEKHA7,KIF4A,LHX1,ACO1,LPIN2
433	IRAK4	328.4	RB1,PDGFRB,PKLR,LRRK2,PLCL1,PTPRO,PDZK1,PTPN13,HSPG2,CIT,PARD3B,PLCB4,PDLIM2,PARD3,BLNK,ARHGEF7,PLCB1,DOCK2,TNS1
434	UHMK1	328.9	RB1,RANBP2,PDGFRB,PDGFRA,AHNAK,LRRK2,AHNAK2,HSPB1,CALML3,ARHGEF10L,ATP1B1,L1CAM,HSPD1,SDCBP,PCM1,LATS2,HNRNPK,PALLD,BLNK,CA9
435	DYRK4	329.7	PDGFRB,PDGFRA,DAXX,GK,UHRF1,LRRK2,MAGI2,PTPRO,ANK2,ANK3,PTPN13,ANK1,DUSP9,ILF3,LATS2,MAP1B,EPB41L3,BLNK,ACIN1,ARHGEF7,MET,TNS1
436	LMTK3	330	PDGFRB,PDGFRA,TMEM132E,LRRK2,PITPNM3,FAM219A,ELFN2,DLGAP2,RAP1GAP,SPTBN2,DDN
437	STK36	331.1	RB1,PDGFRB,TOP2A,DST,UHRF1,AMT,KIF15,CIT,VIL1,LATS2,KIF4A,PLEC
438	NEK8	332	CSPP1,MAP7D2,LRP2,ANK3,PCK1,ARHGEF7,CIT,ARHGEF6
439	RIOK3	336.8	TOP2A,RANBP2,RSL1D1,HNRNPK,ACY1,ACO1,CA9,SYNE2,CIT,WRAP53,PARD3B
440	DSTYK	337	PDGFRA,PKLR,LRRK2,PLCL1,PTPRO,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,PARD3B,LATS2,PLCB4,PARD3,PLCB1
441	SRPK3	337.6	RSL1D1,ACIN1,GPAT3
442	RIOK2	339.3	RANBP2,UHRF1,NCAPG,KIF15,HSPD1,RSL1D1,PCM1,ILF3,HNRNPK,DHX57,ARHGEF7,SLC25A5,NEFH
443	PLK5	339.3	RB1,USP6NL,TOP2A,TBC1D9B,TMEM132E,LRRK2,NCAPG,ANK2,ANK3,FMN2,ANK1,DUSP9,BICD1,CIT,KIF15,DDN,LATS2,NASP,NPY,KIF4A,DLGAP2,MYH10,TNS1
444	STRADB	339.6	RB1,RANBP2,PDGFRB,DAXX,LRRK2,WRNIP1,ANK1,FABP1,LATS2,PSAT1,ARHGEF7,ARHGEF6
445	MYLK3	339.8	RB1,PDGFRB,TAGLN,ACSM2A,HSPB1,CALML3,RASAL3,ACSM2B,CIT,SLC9A4,LATS2,GRB14,PLCB1,MYH10,PLEC
446	RSKR	340	PDGFRB
447	STK10	342.4	AHNAK,PARD3,LRRK2,EPB41L3,UBAP2L,PDZK1,LAMTOR1,DOCK2,SLC27A2,TRIOBP
448	PIM2	343.8	ATP6V1A,PDGFRB,PDGFRA,LRRK2,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,FABP1,LATS2,GPD1,BLNK,MET,TNS1
449	DCLK2	346	PDGFRB,ATP6V1A,TMEM132E,LRRK2,USP2,CALML3,ANK2,ARHGEF10L,ANK3,FMN2,ATP1B1,ANK1,CIT,TGOLN2,GAP43,LATS2,EPB41L1,MAP1B,MAP6,SCG2,MYH10,FBP2
450	ADCK2	347.8	PTDSS1,TCOF1,NASP,SLC25A5,PLEKHA7,SYNE2
451	STK17B	347.8	PDGFRB,FCER1G,AHNAK,LRRK2,SLC23A1,PLCL1,CALML3,CIT,BCLAF1,ADGRG1,HNRNPK,LATS2,MAP1B,PLIN2,MYH10,ARHGEF6
452	TLK1	348.3	RB1,TOP2A,RANBP2,ELFN2,CIT,KIF15,PHF8,PTDSS1,BCLAF1,HNRNPK,NASP,PARD3,CSPP1,DLGAP2
453	MOK	351	PDGFRB,RANBP2,PPIF,CA9,SYNE2,CIT
454	PRKX	351.1	ATP6V1A,LRRK2,PTPRO,FOXI1,WIZ,SDCBP,SALL3,ZNF687,MYH10,SLC6A19,PKLR,IDH1,ZFP91,PTPN13,CIT,VIL1,LATS2,PLCB4,TH,PITPNM3,KCNMA1,SLC25A5,PLCB1,FBP1,MET,LPIN2,FBP2
455	ADCK5	351.3	PECR,SLC9A3,PLEKHA7,CIT
456	TESK1	352.1	PDGFRB,CDKN1C,PKLR,LRRK2,PLCL1,PTPRO,FOXI1,PDZK1,PTPN13,HSPG2,DUSP9,PARD3B,LATS2,PLCB4,PARD3,PLIN2,ACO1,PLCB1,MET,TNS1,ARHGEF6,PLEC
457	PRKY	352.7	CIT
458	STK35	353	PDGFRB,PLCL1,USP2,NCAPG,FMN2,PHF8,CIT,KIF15,LATS2,PLCB4,KIF4A,ACIN1,PLCB1,PLEC
459	SBK1	353.3	PDGFRB,PDGFRA,IRX2,LATS2,SALL3,LHX1,LRRK2,COBLL1,CIT,PLEC
460	CSNK2A3	355	TOP2A,PDGFRA,DAXX,LRRK2,AP3D1,ZFP91,ANK2,WRNIP1,ANK3,ANK1,PLEKHA7,CIT,RSL1D1,ILF3,LATS2,SALL3,DHX57,PITPNM3,ATP6V1B2,LPIN2,TNS1
461	MASTL	355.5	TOP2A,CDCA2,UHRF1,NCAPG,DUSP9,PLEKHA7,CIT,KIF15,CENPF,LATS2,KIF4A,SPDL1,TNS1
462	MLKL	355.7	DAXX,FCER1G,PKLR,LRRK2,PLCL1,PTPRO,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,KIF15,PARD3B,PLCB4,PARD3,PPIF,PLCB1,TNS1
463	EIF2AK1	356.7	RB1,PDGFRB,TOP2A,PDGFRA,LRRK2,EPHX2,HSPB1,WRNIP1,FMN2,RASAL3,ELFN2,ACSF2,ASS1,CIT,PTDSS1,SUCLA2,EPB41L3,GPD1
464	CSNK1A1L	357.8	RANBP2,VIL1,HNRNPK,LATS2,PPIF,PROX1,SLC25A5,GRAMD4,SOD3,CIT
465	GUCY2F	361.3	PDGFRA,PKLR,MYO7B,SORD,CALML3,KIAA1210,CIT,SLC9A3,DDAH1,PITPNM3,KCNMA1,MAP7D2,NHS,NOS1,MET,ARHGEF6
466	ANKK1	361.7	PECR,DDC,PKLR,LRRK2,PLCL1,PTPRO,AP3D1,ANK2,ANK3,PDZK1,PTPN13,HSPG2,PARD3B,PLCB4,TH,PARD3,NPY,COBLL1,PLCB1,MET
467	TBCK	362.5	RB1,USP6NL,PDGFRB,TBC1D9B,LATS2,NCAPG,DPEP1,SPDL1,ATP1B1,CIT
468	MAK	362.5	PDGFRB,RANBP2,LATS2,PPIF,BLNK,MXRA7,ARHGEF7,ACAA1,GRAMD4,CIT
469	NEK10	363.7	PDGFRB,PCM1,ALDH1L1,LRRK2,PLCL1,EPB41L3,HSPB1,CIT,PARD3B
470	EPHA10	365	PDGFRB,PDGFRA,PKLR,LRRK2,PLCL1,PTPRO,ANK2,ANK3,PDZK1,FMN2,PTPN13,ANK1,HSPG2,SOD3,PLEKHA7,CIT,PARD3B,PLCB4,PARD3,PLCB1,MET,TNS1
471	TSSK3	367.8	PDGFRB,ATP6V1A,PDGFRA,LRRK2,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,LATS2,GPD1,LZTS2,MET,TNS1
472	SIK3	368	PDGFRB,LATS2,LRRK2,PARD3,ANK2,CGN,SYNE2,CIT,PCK2
473	SNRK	368.2	RB1,CASR,LATS2,LRRK2,PALM3,NDUFA4L2,ANK2
474	GUCY2D	369.4	PDGFRB,PKLR,LRRK2,MYO7B,SORD,CALML3,SLC9A3,LATS2,DDAH1,PITPNM3,KCNMA1,PLIN2,NOS1,MET
475	NIM1K	369.8	ATP6V1A,LRRK2,PLCL1,ACSM2A,CALML3,ANK2,ANK3,ANK1,DUSP9,ACSM2B,CIT,PHF8,LATS2,GPD1,DPEP1,HAO2,MET,TNS1
476	TSSK2	370.4	RB1,ATP6V1A,LRRK2,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,LATS2,GPD1,LZTS2,MET,TNS1
477	GRK4	371.7	PDGFRB,SLC12A3,DAXX,MTCH2,DDC,LRRK2,SLC12A1,NPY1R,CALML3,ATP1B1,ELFN2,ANK1,SLC4A4,SLC9A3,LATS2,ARHGEF7,MYH10,ARHGEF6
478	STRADA	373	RB1,FABP1,PDGFRB,TAGLN,LATS2,LRRK2,MICAL3,LAMTOR1,TNS1
479	CDK10	373.4	RB1,CDKN1C,PDGFRB,LATS2,CSPP1,GSTA1,DPEP1,WRNIP1,ANK1,CIT,KIF15
480	CLK4	374.5	PDGFRB,IRX1,PDGFRA,GK,LRRK2,USP2,PTPN13,DUSP9,SYNE2,CIT,HSPD1,BCLAF1,ACIN1,SPDL1,TNS1
481	NEK7	379.4	RB1,TOP2A,RANBP2,LATS2,ACY1,DDAH1,FMN2,ATP1B1,KIF15
482	GRK1	380.3	PDGFRB,PDGFRA,CASR,LRRK2,PALM3,MYO7B,NPY1R,CALML3,PROX1,CIT,LATS2,TH,SALL3,LHX1,PLIN2,NOS1,ARHGEF7
483	NRBP2	380.5	SALL3,LRRK2,MLF1,CIT,ARHGEF6
484	RPS6KL1	387	RANBP2,LATS2,MAP1B,CIT
485	STK32C	387.4	PDGFRB,RB1,LRRK2,MAGI2,FOXI1,MICAL3,SLC16A12,ANK2,ANK3,ANK1,SOD3,PLEKHA7,CIT,MZT2B,LATS2,GPD1,DOCK2,MYH10,TNS1
486	ALPK1	388.3	DST,PALLD,CALML3,ANK2,GPAT3,PDZK1,ALPK2
487	ULK3	389	PDGFRB,SLC12A3,PLCL1,USP2,SLC12A1,SLC51B,PLEKHA7,CIT,KIF15,LATS2,PLCB4,KIF4A,ACIN1,PLCB1
488	ULK4	390.8	TOP2A,SLC12A3,UHRF1,SLC12A1,AMT,PLEKHA7,KIF15,SDCBP,LATS2,GRB14,KIF4A,UBAP2L
489	PDIK1L	396.5	PLCB4,LRRK2,KIF4A,PLCL1,USP2,ACIN1,PLCB1,CIT,KIF15
490	PAN3	396.7	BCLAF1,HNRNPK,LATS2,PARD3,PDZK1,PARD3B
491	PIM3	397	RB1,ATP6V1A,LRRK2,USP2,EAF2,CALML3,ANK2,ANK3,ATP1B1,ANK1,DUSP9,GRAMD4,CIT,PHF8,VIL1,CENPF,LATS2,GPD1,MET,TNS1
492	GRK7	399.3	PDGFRB,LATS2,LRRK2,PALM3,NPY1R,CALML3,PLIN2,ARHGEF7,GPRC5C,ARHGEF6
493	STK31	401	PDGFRB,TOP2A,PDGFRA,LATS2
494	TTBK2	402.6	RANBP2,PCM1,LATS2,PLCL1,PPIF,RASAL3,DUSP9,SOD3,CIT,SPTBN2
495	MAP3K15	403.8	USP6NL,LRRK2,NPY1R,PEPD,ATP1B1,RASAL3,CIT,TH,NASP,PITPNM3,MET,LPIN2
496	TSSK4	404.3	RB1,PDGFRB,ATP6V1A,MME,LRRK2,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,LATS2,GPD1,MET,TNS1
497	TSSK6	407	TOP2A,PDGFRB,ATP6V1A,PDGFRA,LRRK2,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,LATS2,GPD1,MET,TNS1
498	AMHR2	407.4	CDKN1C,PDGFRA,PKLR,PLCL1,PTPRO,PDZK1,PTPN13,HSPG2,DUSP9,PLEKHA7,CIT,PARD3B,LATS2,PLCB4,PARD3,LHX1,PLCB1,TNS1
499	HUNK	407.7	ATP6V1A,LRRK2,PLCL1,CALML3,ANK2,ANK3,PROX1,ANK1,DUSP9,CIT,PHF8,GPD1,DPEP1,MET,TNS1
500	STK32A	410.3	RB1,LRRK2,MAGI2,FOXI1,ANK2,ANK3,ANK1,SOD3,PLEKHA7,CIT,LATS2,GPD1,DOCK2,TNS1
501	ERN2	411	RB1,PDGFRB,DST,PKLR,LRRK2,PLCL1,PTPRO,PDZK1,PROX1,PTPN13,HSPG2,SYNE2,CIT,PARD3B,LATS2,GJB1,PLCB4,PARD3,ACO1,PLCB1,TNS1
502	DAPK2	413.8	PDGFRB,PDGFRA,LATS2,LRRK2,CALML3,CIT
503	STK19	417.8	DST,IDH1,BLNK,CA9,ACSM2B
504	NEK11	421.6	RB1,TOP2A,PDGFRB,LATS2,MYO7B
505	TSSK1B	422.5	PDGFRB,ATP6V1A,GK,LRRK2,SORD,CALML3,ANK2,ANK3,ANK1,DUSP9,PHF8,CIT,LATS2,GPD1,MET,TNS1
506	CDKL2	423.8	PDGFRA,LATS2,LRRK2,MAGI2,MAP6,RASAL3,PFKP,CIT
507	TEX14	430	PDGFRA,NASP,LRRK2,LHX1,CIT
508	SBK2	436	LATS2,CIT
509	CDKL1	438.8	PDGFRB,LAD1,LATS2,LRRK2,MICAL3,MAP6,CIT
510	STKLD1	442.5	PDGFRB,LATS2
511	DCLK3	447.7	PDGFRB,ATP6V1A,LATS2,CALML3,ANK2,ANK3,SLC22A8,NPNT,ANK1
512	PSKH2	453	PDGFRB,LATS2,AHNAK2,CALML3,PCK1,CIT
513	CDKL4	453.8	MAGI2,MAP6,CIT
514	NEK5	456	PDGFRB,BCLAF1,CIT
515	ALPK3	458	MTCH2,CRYBG1,ALPK2
516	MYLK4	466.5	CALML3,ANK2,OSMR,RASAL3,MYH10,CIT,PLEC
517	PSKH1	472.3	PDGFRB,SLC12A3,LATS2,CALML3,MYH10,CIT
519	PDPK2P	494	CIT
